article:ID;ee:string[];key:string;title:string
66162;https://doi.org/10.1145/1839667.1839669;journals/taco/WimmerM10;Automatic feedback-directed object fusing.
66177;https://doi.org/10.1145/2532642;journals/taco/Savrun-YeniceriZZSLBLF14;Efficient hosted interpreters on the JVM.
66287;https://doi.org/10.1145/2846098;journals/taco/NaKH16;JavaScript Parallelizing Compiler for Exploiting Parallelism from Data-Parallel HTML5 Applications.
66292;https://doi.org/10.1145/2579676;journals/taco/CarleP14;Predicate-aware, makespan-preserving software pipelining of scheduling tables.
66571;https://doi.org/10.1145/2835178;journals/taco/ArdestaniPBR16;Managing Mismatches in Voltage Stacking with CoreUnfolding.
66587;https://doi.org/10.1145/3158641;journals/taco/PatilG17;HAShCache: Heterogeneity-Aware Shared DRAMCache for Integrated Heterogeneous Systems.
66651;https://doi.org/10.1145/3124452;journals/taco/AshouriBPSKC17;MiCOMP: Mitigating the Compiler Phase-Ordering Problem Using Optimization Sub-Sequences and Machine Learning.
66693;https://doi.org/10.1145/2086696.2086713;journals/taco/RadojkovicGGQYC12;On the evaluation of the impact of shared resources in multithreaded COTS processors in time-critical environments.
66756;https://doi.org/10.4018/jthi.2010040101;journals/ijthi/Carter10;The Emerging Story of the Machine.
66798;https://doi.org/10.4018/IJTHI.2018070104;journals/ijthi/VieruR18;The Resilience of Pre-Merger Fields of Practice During Post-Merger Information Systems Development.
67175;https://doi.org/10.1145/122344.122349;journals/sigart/Basye91;A Decision-Theoretic Approach to Robotic Control Systems.
67207;https://doi.org/10.1145/44019.44020;journals/sigart/Ferrara88;Socrates: a system to extract rules and knowledge from existing databases.
67213;https://doi.org/10.1145/1045283.1045321;journals/sigart/Gorz77;CAI, dialogues about HEX.
67394;https://doi.org/10.1145/1045339.1045340;journals/sigart/McDermott76;Artificial intelligence meets natural stupidity.
67418;https://doi.org/10.1145/15923.15924;journals/sigart/Yue86;Some heuristics for playing Mastermind.
67641;https://doi.org/10.1145/1056663.1056674;journals/sigart/CharniakHKW82;The unification of language understanding and problem solving: Brown University.
67744;https://doi.org/10.1145/1056623.1056626;journals/sigart/Gyllenskog83;Writing a computer program to play Mastermind that appears to be intelligent.
67825;https://doi.org/10.1145/1045283.1045287;journals/sigart/Brown77;Some thoughts on an interactive information retrieval system.
68141;nan;journals/robotersysteme/Dizioglu88;Beitrag zur Kinematik starrer Systeme, insbesondere über die Windung der Bahnen der Systempunkte.
68291;https://doi.org/10.1142/S0219061303000236;journals/jml/Nies03;Parameter Definability in the Recursively Enumerable Degrees.
68325;https://doi.org/10.1142/S0219061314500020;journals/jml/EleftheriouPR14;Interpretable groups are definable.
68934;https://doi.org/10.1007/s00453-002-1009-y;journals/algorithmica/DehneDH03;Efficient External Memory Algorithms by Simulating Coarse-Grained Parallel Algorithms.
68996;https://doi.org/10.1007/s00453-015-9992-y;journals/algorithmica/EpsteinLW16;Vertex Cover Meets Scheduling.
69060;https://doi.org/10.1007/s00453-017-0315-3;journals/algorithmica/Fiorini0N018;Approximability of Clique Transversal in Perfect Graphs.
69169;https://doi.org/10.1007/BF01758767;journals/algorithmica/Voss92;Problems with Generalized Steiner Problems.
69279;https://doi.org/10.1007/s00453-013-9854-4;journals/algorithmica/BuchbinderG15;Incentive Compatible Mulit-Unit Combinatorial Auctions: A Primal Dual Approach.
69396;https://doi.org/10.1007/BF01891842;journals/algorithmica/Erdmann93;Randomization for Robot Tasks: Using Dynamic Programming in the Space of Knowledge States.
69782;https://doi.org/10.1007/s00453-010-9413-1;journals/algorithmica/DaiG11;Another Sub-exponential Algorithm for the Simple Stochastic Game.
69825;https://doi.org/10.1007/s00453-007-9023-8;journals/algorithmica/LeeLL09;Fast Algorithms for the Density Finding Problem.
69948;https://doi.org/10.1007/BF01758780;journals/algorithmica/LucasS92;Efficient Parallel Algorithms for Path Problems in Directed Graphs.
70098;https://doi.org/10.1007/s00453-011-9507-4;journals/algorithmica/HongN11;Editorial: ISAAC 2008 Special Issue.
70154;https://doi.org/10.1007/s00453-007-9041-6;journals/algorithmica/FominFN09;Nondeterministic Graph Searching: From Pathwidth to Treewidth.
70157;https://doi.org/10.1007/BF01891838;journals/algorithmica/ReifT93;Continuous Alternation: The Complexity of Pursuit in Continuous Domains.
70256;https://doi.org/10.1007/s00453-007-9107-5;journals/algorithmica/WuZH08;Truth-Telling Reservations.
70340;https://doi.org/10.1007/s00453-004-1143-9;journals/algorithmica/OhtaSST05;A Fast, Accurate, and Simple Method for Pricing European-Asian and Saving-Asian Options.
70532;https://doi.org/10.1007/s00453-006-0106-8;journals/algorithmica/LouchardP06;Asymptotics of the Moments of Extreme-Value Related Distribution Functions.
70787;https://doi.org/10.1007/s00453-014-9869-5;journals/algorithmica/Laekhanukit15;An Improved Approximation Algorithm for the Minimum Cost Subset k-Connected Subgraph Problem.
70798;https://doi.org/10.1007/s00453-004-1111-4;journals/algorithmica/MalafiejskiGJK04;Sum Coloring of Bipartite Graphs with Bounded Degree.
71030;https://doi.org/10.1007/PL00009201;journals/algorithmica/GuhaK98;Approximation Algorithms for Connected Dominating Sets.
71046;https://doi.org/10.1007/s00453-015-0092-9;journals/algorithmica/AllenHKU17;Evaluation of Monotone DNF Formulas.
71078;https://doi.org/10.1007/s00453-015-0112-9;journals/algorithmica/BrodyBKLSV16;Towards a Reverse Newman's Theorem in Interactive Information Complexity.
71252;https://doi.org/10.1142/S0218194013020014;journals/ijseke/JungKN13;Guest Editors' Introduction.
71263;https://doi.org/10.1142/S0218194091000184;journals/ijseke/ChenKC91;An Inexact Reasoning Algorithm for Dealing with Inexact Knowledge.
71315;https://doi.org/10.1142/S0218194007003471;journals/ijseke/GuderleiM07;Towards Automatic Testing of Imaging Software by Means of Random and Metamorphic Testing.
71504;https://doi.org/10.1142/S0218194002000949;journals/ijseke/NiemiJJ02;Relational Deductive Object-Oriented Modeling (RDOOM) Approach for Finding, Representing and Integrating Application-Specific Concepts.
71738;https://doi.org/10.1142/S0218194092000154;journals/ijseke/BoltonJTFG92;Knowledge-Based Support for Requirements Engineering.
71835;https://doi.org/10.1142/S0218194015500126;journals/ijseke/TungTT15;A Collaborative Approach for Minimal-Cost Monitor Deployment in Cloud Environment.
72078;https://doi.org/10.1142/S0218194098000224;journals/ijseke/Crespo98;Matching Single-Sort Algebraic Specifications for Software Reuse.
72151;https://doi.org/10.1142/S0218194096000028;journals/ijseke/TogashiMS96;Animating LOTOS Specifications Using Amlog.
72152;https://doi.org/10.1142/S021819409200004X;journals/ijseke/BarghoutiK92;Scaling up Rule-Based Software Development Environments.
72180;https://doi.org/10.1142/S0218194004001579;journals/ijseke/Zhang04;Guest Editor'S Introduction.
72202;https://doi.org/10.1142/S0218194005001896;journals/ijseke/ShinLWK05;Analyzing Dynamic Behavior Of Large-Scale Systems Through Model Transformation.
72350;https://doi.org/10.1142/S0218194095000198;journals/ijseke/Kuo95;When to Inherit and when not to.
72392;https://doi.org/10.1142/S0218194001000669;journals/ijseke/YanGMY01;A Dynamic Inference Model for Intelligent Agents.
72409;https://doi.org/10.1142/S0218194014500156;journals/ijseke/CortesN14;NMMp: A Model-Driven UML Extension for the Description of Navigation Maps for Web Applications.
72464;https://doi.org/10.1142/S021819401750019X;journals/ijseke/Isong17;Enhancing Software Maintenance via Early Prediction of Fault-Prone Object-Oriented Classes.
72570;https://doi.org/10.1142/S0218126602000653;journals/jcsc/LeeLS02;Energy-Constrained V
72585;https://doi.org/10.1142/S0218126609005083;journals/jcsc/HaghparastMNE09;Optimized Reversible Multiplier Circuit.
72762;https://doi.org/10.1142/S0218126617500281;journals/jcsc/LinHLL17;Design and Implementation of Operation-Reduced LDPC Decoder Based on a Check Node Stopping Scheme.
73728;https://doi.org/10.1142/S0218126618500718;journals/jcsc/YucelY18;Analog Squarers Using Only Seven MOS Transistors and a Four Quadrant Analog Multiplier Application.
73736;https://doi.org/10.1142/S0218126693000204;journals/jcsc/KennedyWPT93;Digital Signal Processor-Based Investigation of Chua's Circuit Family.
73820;https://doi.org/10.1142/S0218126613500382;journals/jcsc/ZhangCWQ13;A Selective Read-before-Write Scheme for Energy-Aware Spin Torque Transfer RAM (STT-RAM) Cache Design.
73850;https://doi.org/10.1142/S0218126693000083;journals/jcsc/JohnsonTH93;Controlling Chaos in Chua's Circuit.
73951;https://doi.org/10.1142/S0218126611007372;journals/jcsc/SilvaNM11;Hardware Implementations of MLP Artificial Neural Networks with Configurable Topology.
74038;https://doi.org/10.1142/S0218126619500324;journals/jcsc/XuBL19;SPLM: A Flexible and Accurate Reliability Assessment Model for Logic Circuits.
74133;https://doi.org/10.1142/S0218126697000413;journals/jcsc/Soliman97;Port Interchange in Voltage Mode Current Conveyor Based Filters.
74182;https://doi.org/10.1142/S0218126613500497;journals/jcsc/AthanasiouTGMK13;A Systematic Flow for Developing Totally Self-Checking Architectures for SHA-1 and SHA-2 Cryptographic Hash Families.
74249;https://doi.org/10.1142/S0218126615500711;journals/jcsc/RezaeiA15;Analysis and Design Procedure of a Novel Low Power Highly Linear Operational Transconductance Amplifier.
74523;https://doi.org/10.1142/S0218126699000207;journals/jcsc/HeYLLHS99;Approaches for Blind Separation of Sources Based on Multivariate Density Estimation.
74546;https://doi.org/10.1142/S0218126692000040;journals/jcsc/TollisV92;Improved Techniques for wiring and stretching Layouts.
74550;https://doi.org/10.1142/S0218126611007220;journals/jcsc/ManolescuP11;A 2.5 GHz CMOS mixer with Improved Linearity.
74571;https://doi.org/10.1142/S0218126614500807;journals/jcsc/MilovanovicMS14;Implementation of Middle Product Algorithm on Linear Processor Arrays.
74582;https://doi.org/10.1142/S021812661450025X;journals/jcsc/BanaeiM14;Voltage stability Improvement by Location of STATCOM in Power System.
74739;https://doi.org/10.1142/S0218126617502048;journals/jcsc/RashmiS17;A Novel Faulty Phase Identification Algorithm and Fast DQ Transform Technique for Voltage Sag Detection.
74841;https://doi.org/10.1142/S0218126617502024;journals/jcsc/Annamalai17;Xilinx FPGA-Based Single Phase Seven-Level Inverter with Single Input DC Voltage Source.
74852;https://doi.org/10.1142/S0218126611007608|https://www.wikidata.org/entity/Q58632324;journals/jcsc/SaponaraBFVD11;Design of an Integrated Scanning Micromirror Driver in BCD Technology.
74907;https://doi.org/10.1007/s10703-008-0055-8;journals/fmsd/NamMA08;Automatic symbolic compositional verification by learning assumptions.
75173;https://doi.org/10.1007/s10703-010-0103-z;journals/fmsd/LiBDLNP10;Scenario-based verification of real-time systems using Uppaal.
75312;https://doi.org/10.1007/BF01384080;journals/fmsd/FischerS94;Verification in Process Algebra of the Distributed Control of Track Vehicles - A Case Study.
75392;https://doi.org/10.1007/s10703-005-2254-x;journals/fmsd/VerdejoM05;Two Case Studies of Semantics Execution in Maude: CCS and LOTOS.
75737;https://doi.org/10.3389/fncom.2015.00011|https://www.wikidata.org/entity/Q42226955;journals/ficn/HlinkaH15;On the danger of detecting network states in white noise.
75811;https://doi.org/10.3389/fncom.2013.00088|https://www.wikidata.org/entity/Q42088887;journals/ficn/ThibeaultS13;Using a hybrid neuron in physiologically inspired models of the basal ganglia.
75813;https://doi.org/10.3389/fncom.2017.00018|https://www.wikidata.org/entity/Q38692960;journals/ficn/SaseKKA17;Bifurcation Analysis on Phase-Amplitude Cross-Frequency Coupling in Neural Networks with Dynamic Synapses.
76034;https://doi.org/10.3389/neuro.10.017.2009|https://www.wikidata.org/entity/Q30485435;journals/ficn/PotthastG09;Dimensional reduction for the inverse problem of neural field theory.
76144;https://doi.org/10.3389/fncom.2011.00017|https://www.wikidata.org/entity/Q41778268;journals/ficn/AntolikB11;Development of Maps of Simple and Complex Cells in the Primary Visual Cortex.
76153;https://doi.org/10.3389/fncom.2017.00095|https://www.wikidata.org/entity/Q47110398;journals/ficn/VriesF17;A Factor Graph Description of Deep Temporal Active Inference.
76314;https://doi.org/10.3389/fncom.2011.00037|https://www.wikidata.org/entity/Q35207877;journals/ficn/BourjailyM11;Excitatory, Inhibitory, and Structural Plasticity Produce Correlated Connectivity in Random Networks Trained to Solve Paired-Stimulus Tasks.
76368;https://doi.org/10.3389/fncom.2015.00082|https://www.wikidata.org/entity/Q40719048;journals/ficn/AlikhanianCB15;Quantifying effects of stochasticity in reference frame transformations on posterior distributions.
76451;https://doi.org/10.3389/fncom.2018.00079|https://www.wikidata.org/entity/Q57491382;journals/ficn/YuanHF18;Effects of Metabolic Energy on Synaptic Transmission and Dendritic Integration in Pyramidal Neurons.
76510;https://doi.org/10.3389/fncom.2010.00023|https://www.wikidata.org/entity/Q42416084;journals/ficn/GilsonBH10;STDP in Recurrent Neuronal Networks.
76618;https://doi.org/10.3389/fncom.2013.00132|https://www.wikidata.org/entity/Q42108758;journals/ficn/TorrePDBG13;Statistical evaluation of synchronous spike patterns extracted by frequent item set mining.
76688;https://doi.org/10.1007/978-3-642-29072-5_6;journals/topnoc/KnapikP12;Bounded Model Checking for Parametric Timed Automata.
76820;https://doi.org/10.1007/978-3-662-53401-4_14;journals/topnoc/HeinerRST16;MARCIE's Secrets of Efficient Model Checking.
77003;https://doi.org/10.1016/j.giq.2004.09.001;journals/giq/Bertot04a;About the authors.
77040;https://doi.org/10.1016/j.giq.2006.08.005;journals/giq/QuinnR07;Information technologies and civic engagement: Perspectives from librarianship and planning.
77175;https://doi.org/10.1016/j.giq.2008.01.001;journals/giq/Finchum08;Deliberative Choices: Debating Public Policy in Congress. Gary Mucciaroni and Paul J. Quirk. Chicago: The University of Chicago Press, 2006. xi, 298 pp. $50.00 USD (cloth), ISBN 978-0-226-54406-9.
77266;https://doi.org/10.1016/j.giq.2007.05.002;journals/giq/Peekhaus08;Personal health information in Canada: A comparison of citizen expectations and legislation.
77306;https://doi.org/10.1016/j.giq.2016.01.003;journals/giq/DawesVP16;Planning and designing open government data programs: An ecosystem approach.
77374;https://doi.org/10.1016/j.giq.2006.06.005;journals/giq/HeeksB07;Analyzing e-government research: Perspectives, philosophies, theories, methods, and practice.
77520;https://doi.org/10.1016/S0740-624X(99)80029-X;journals/giq/McLoughlin99;Next generation internet and related initiatives.
77541;https://doi.org/10.1016/j.giq.2012.09.002;journals/giq/Shapiro13;The Paperwork Reduction Act: Benefits, costs and directions for reform.
77574;https://doi.org/10.1016/j.giq.2016.01.004;journals/giq/KavanaughSSTF16;Media use during conflicts: Information seeking and political efficacy during the 2012 Mexican elections.
77599;https://doi.org/10.1016/j.giq.2016.08.003;journals/giq/FietkiewiczMS17;eGovernment in cities of the knowledge society. An empirical investigation of Smart Cities' governmental websites.
77644;https://doi.org/10.1016/j.giq.2018.10.004;journals/giq/MeijerP18;Citizen-generated open data: An explorative analysis of 25 cases.
77660;https://doi.org/10.1016/j.giq.2004.09.006;journals/giq/Anderson05;Review Essay - Department of Defense (DoD) and Center for Defense Information (CDI) Web Sites.
77683;https://doi.org/10.1016/j.giq.2005.06.001;journals/giq/Bertot05a;New editorial board member.
77851;https://doi.org/10.1016/j.giq.2003.11.004;journals/giq/Reddick04;A two-stage model of e-government growth: Theories and empirical evidence for U.S. cities.
77879;https://doi.org/10.1016/j.giq.2011.08.001;journals/giq/KlischewskiA12;Linking service development methods to interoperability governance: The case of Egypt.
77967;https://doi.org/10.1016/S0740-624X(01)00092-2;journals/giq/Zeichner01;Developing an overarching legal framework for critical service delivery in America's cities: Three recommendations for enhancing security and reliability.
78046;https://doi.org/10.1016/j.giq.2012.06.005|https://www.wikidata.org/entity/Q57486431;journals/giq/SobkowiczKB12;Opinion mining in social media: Modeling, simulating, and forecasting political opinions in the web.
78067;https://doi.org/10.1016/j.giq.2010.03.002;journals/giq/Sproles10a;State of the eUnion: Government 2.0 and Onwards. John Gøtze, Christian Bering Pedersen (Eds.), Bloomington, IN: AuthorHouse, 2009, 332 pp. ISBN-13: 978-1449047290. Retrieved February 13, 2010, from http: //21gov.net.nmsrv.com/wp-content/uploads/2009/11/e-book.pdf. Managed by 21Gov.net, Copenhagen, Denmark.
78237;https://doi.org/10.1007/BF02252871;journals/joc/TompaW88;How to Share a Secret with Cheaters.
78294;https://doi.org/10.1007/s001459900031;journals/joc/JacksonMO97;Mutually Trusted Authority-Free Secret Sharing Schemes.
78324;https://doi.org/10.1007/BF00190800;journals/joc/Walker90;Information-Theoretic Bounds for Authentication Schemes.
78451;https://doi.org/10.1007/s00145-005-0307-3;journals/joc/GarayMY06;Strengthening Zero-Knowledge Protocols Using Signatures.
78491;https://doi.org/10.1007/BF00191318|https://www.wikidata.org/entity/Q55882573;journals/joc/BennettBBSS92;Experimental Quantum Cryptography.
78549;https://doi.org/10.1007/s00145-012-9132-7;journals/joc/Lindell13;A Note on Constant-Round Zero-Knowledge Proofs of Knowledge.
78634;https://doi.org/10.1007/s00145-017-9255-y;journals/joc/BrakerskiS18;Function-Private Functional Encryption in the Private-Key Setting.
78644;https://doi.org/10.1007/s00145-010-9061-2;journals/joc/KatzSS10;Parallel and Concurrent Security of the HB and HB
78762;https://doi.org/10.1016/j.jcp.2015.12.028;journals/jcphy/ShlivinskiL16;Gaussian-windowed frame based method of moments formulation of surface-integral-equation for extended apertures.
78891;https://doi.org/10.1016/j.jcp.2017.12.004;journals/jcphy/AlinoviB18;A boundary element method for Stokes flows with interfaces.
79027;https://doi.org/10.1016/j.jcp.2015.08.037;journals/jcphy/TartakovskyP16;Pairwise Force Smoothed Particle Hydrodynamics model for multiphase flow: Surface tension and contact line dynamics.
79066;https://doi.org/10.1016/j.jcp.2016.01.041;journals/jcphy/MashayekhiR16;Numerical solution of distributed order fractional differential equations by hybrid functions.
79093;https://doi.org/10.1016/j.jcp.2012.08.016|https://www.wikidata.org/entity/Q57429520;journals/jcphy/TurkelGGT13;Compact 2D and 3D sixth order schemes for the Helmholtz equation with variable wave number.
79130;https://doi.org/10.1016/j.jcp.2013.03.023;journals/jcphy/MullerJM13;Multilevel Monte Carlo for two phase flow and Buckley-Leverett transport in random heterogeneous porous media.
79293;https://doi.org/10.1016/j.jcp.2011.12.033;journals/jcphy/KucharikS12;One-step hybrid remapping algorithm for multi-material arbitrary Lagrangian-Eulerian methods.
79496;https://doi.org/10.1016/j.jcp.2005.10.017;journals/jcphy/MartinC06;A parallel implicit method for the direct numerical simulation of wall-bounded compressible turbulence.
79629;https://doi.org/10.1016/j.jcp.2013.04.026;journals/jcphy/LiHY13;An adaptive edge finite element method for electromagnetic cloaking simulation.
79790;https://doi.org/10.1016/j.jcp.2015.05.025;journals/jcphy/TaitanoCSM15;A mass, momentum, and energy conserving, fully implicit, scalable algorithm for the multi-dimensional, multi-species Rosenbluth-Fokker-Planck equation.
79875;https://doi.org/10.1016/j.jcp.2006.06.045;journals/jcphy/GuermondLLN07;An interior penalty Galerkin method for the MHD equations in heterogeneous domains.
79919;https://doi.org/10.1016/j.jcp.2018.03.035;journals/jcphy/HamptonD18;Basis adaptive sample efficient polynomial chaos (BASE-PC).
79922;https://doi.org/10.1016/j.jcp.2010.06.001;journals/jcphy/KangKL10;A new approach of a limiting process for multi-dimensional flows.
79963;https://doi.org/10.1016/j.jcp.2013.01.032;journals/jcphy/ZarmiT13;A general approach for high order absorbing boundary conditions for the Helmholtz equation.
80050;https://doi.org/10.1016/j.jcp.2015.03.068;journals/jcphy/GaoFGCE15;Generalized Multiscale Finite-Element Method (GMsFEM) for elastic wave propagation in heterogeneous, anisotropic media.
80095;https://doi.org/10.1016/j.jcp.2011.09.030;journals/jcphy/JonesW12;Droplet size and velocity distributions for spray modelling.
80324;https://doi.org/10.1016/j.jcp.2017.06.024;journals/jcphy/DengGMT17;A locally conservative stabilized continuous Galerkin finite element method for two-phase flow in poroelastic subsurfaces.
80498;https://doi.org/10.1016/j.jcp.2012.01.005;journals/jcphy/MikiPPP12;Probabilistic models and uncertainty quantification for the ionization reaction rate of atomic Nitrogen.
80626;https://doi.org/10.1016/j.jcp.2017.11.036;journals/jcphy/JiZSX18;A family of high-order gas-kinetic schemes and its comparison with Riemann solver based high-order methods.
80731;https://doi.org/10.1016/j.jcp.2018.12.002;journals/jcphy/LorenzoLP19;A hyperbolic phase-transition model with non-instantaneous EoS-independent relaxation procedures.
80881;https://doi.org/10.1016/j.jcp.2013.08.020;journals/jcphy/RosattiB13;A closure-independent Generalized Roe solver for free-surface, two-phase flows over mobile bed.
80922;https://doi.org/10.1016/j.jcp.2010.04.017;journals/jcphy/MajidS10;Application of Sobolev gradient method to Poisson-Boltzmann system.
80947;https://doi.org/10.1016/j.jcp.2013.10.031;journals/jcphy/TriasLOPV14;Symmetry-preserving discretization of Navier-Stokes equations on collocated unstructured grids.
81212;https://doi.org/10.1016/j.jcp.2015.11.055;journals/jcphy/Slattery16;Mesh-free data transfer algorithms for partitioned multiphysics problems: Conservation, accuracy, and parallelism.
81328;https://doi.org/10.1016/j.jcp.2015.07.065|https://www.wikidata.org/entity/Q43163148;journals/jcphy/LotstedtM15;Simulation of stochastic diffusion via first exit times.
81356;https://doi.org/10.1016/j.jcp.2007.01.011;journals/jcphy/DubrocaST07;A consistent approach for the coupling of radiation and hydrodynamics at low Mach number.
81403;https://doi.org/10.1016/j.jcp.2015.08.004;journals/jcphy/MalgarinosNG15;Coupling a local adaptive grid refinement technique with an interface sharpening scheme for the simulation of two-phase flow and free-surface flows using VOF methodology.
81518;https://doi.org/10.1016/j.jcp.2006.09.010;journals/jcphy/TaylorWM07;Optimization of nonlinear error for weighted essentially non-oscillatory methods in direct numerical simulations of compressible turbulence.
81528;https://doi.org/10.1016/j.jcp.2011.10.017;journals/jcphy/Mani12;Analysis and optimization of numerical sponge layers as a nonreflective boundary treatment.
81554;https://doi.org/10.1016/j.jcp.2017.02.055;journals/jcphy/JiangL17;Model's sparse representation based on reduced mixed GMsFE basis methods.
81676;https://doi.org/10.1016/j.jcp.2013.10.002;journals/jcphy/SanderseVK14;Boundary treatment for fourth-order staggered mesh discretizations of the incompressible Navier-Stokes equations.
81748;https://doi.org/10.1016/j.jcp.2014.06.041;journals/jcphy/SprittlesS14;Corrigendum to "Finite element simulation of dynamic wetting flows as an interface formation process" [J. Comput. Phys. 233(2013) 34-65].
81810;https://doi.org/10.1016/j.jcp.2016.06.003;journals/jcphy/MassonTZ16;Coupling compositional liquid gas Darcy and free gas flows at porous and free-flow domains interface.
81889;https://doi.org/10.1016/j.jcp.2016.06.014;journals/jcphy/GozaLMC16;Accurate computation of surface stresses and forces with immersed boundary methods.
81973;https://doi.org/10.1016/j.jcp.2006.05.023;journals/jcphy/FengK06;Finite element modeling of lipid bilayer membranes.
82116;https://doi.org/10.1016/j.jcp.2015.10.032;journals/jcphy/HeSLQ16;Higher order volume-preserving schemes for charged particle dynamics.
82130;https://doi.org/10.1016/j.jcp.2016.10.011;journals/jcphy/Boniface17;Rescaling of the Roe scheme in low Mach-number flow regions.
82199;https://doi.org/10.1016/j.jcp.2009.05.021;journals/jcphy/WangSTW09;Adaptive variational curve smoothing based on level set method.
82288;https://doi.org/10.1016/j.jcp.2016.07.036;journals/jcphy/MargheriS16;A hybrid anchored-ANOVA - POD/Kriging method for uncertainty quantification in unsteady high-fidelity CFD simulations.
82332;https://doi.org/10.1016/j.jcp.2011.11.013;journals/jcphy/ChandlerJNS12;Adjoint algorithms for the Navier-Stokes equations in the low Mach number limit.
82493;https://doi.org/10.1016/j.jcp.2014.05.034;journals/jcphy/KarimiN14;On multi-time-step monolithic coupling algorithms for elastodynamics.
82568;https://doi.org/10.1016/j.jcp.2012.12.015;journals/jcphy/CapecelatroD13;An Euler-Lagrange strategy for simulating particle-laden flows.
82613;https://doi.org/10.1016/j.jcp.2009.02.024;journals/jcphy/DamanikHOT09;A monolithic FEM-multigrid solver for non-isothermal incompressible flow on general meshes.
82618;https://doi.org/10.1016/j.jcp.2009.07.003;journals/jcphy/SrinivasanMGJ09;Thermomechanical modeling of regressing heterogeneous solid propellants.
82870;https://doi.org/10.1016/j.jcp.2016.07.041;journals/jcphy/Tsalamengas16;Gauss-Jacobi quadratures for weakly, strongly, hyper- and nearly-singular integrals in boundary integral equation methods for domains with sharp edges and corners.
82882;https://doi.org/10.1016/j.jcp.2008.01.014;journals/jcphy/YuanLA08;Modeling photonic crystals by boundary integral equations and Dirichlet-to-Neumann maps.
83038;https://doi.org/10.1016/j.jcp.2015.06.046;journals/jcphy/RycroftSB15;An Eulerian projection method for quasi-static elastoplasticity.
83208;https://doi.org/10.1016/j.jcp.2008.09.032;journals/jcphy/SheuYC09;Development of a dispersively accurate conservative level set scheme for capturing interface in two-phase flows.
83257;https://doi.org/10.1016/j.jcp.2008.12.029;journals/jcphy/QuanLS09;Modeling merging and breakup in the moving mesh interface tracking method for multiphase flow simulations.
83346;https://doi.org/10.1016/j.jcp.2014.04.043;journals/jcphy/PeixotoB14;On vector field reconstructions for semi-Lagrangian transport methods on geodesic staggered grids.
83356;https://doi.org/10.1016/j.jcp.2014.02.037;journals/jcphy/PierreBGP14;Numerical computation of 3D heat transfer in complex parallel heat exchangers using generalized Graetz modes.
83426;https://doi.org/10.1016/j.jcp.2013.03.005;journals/jcphy/RehmanJC13;A cluster expansion model for predicting activation barrier of atomic processes.
83440;https://doi.org/10.1016/j.jcp.2015.02.014;journals/jcphy/ChenX15;A comparative study of an asymptotic preserving scheme and unified gas-kinetic scheme in continuum flow limit.
83491;https://doi.org/10.1016/j.jcp.2005.12.016;journals/jcphy/XuW06;An immersed interface method for simulating the interaction of a fluid with moving boundaries.
83508;https://doi.org/10.1016/j.jcp.2012.04.052;journals/jcphy/Roux12;Spurious inertial oscillations in shallow-water models.
83515;https://doi.org/10.1016/j.jcp.2009.08.015;journals/jcphy/XuG09;Numerical simulation of three-dimensional nonlinear water waves.
83597;https://doi.org/10.1016/j.jcp.2014.10.026;journals/jcphy/SaftaSDN15;Hybrid discrete/continuum algorithms for stochastic reaction networks.
83651;https://doi.org/10.1016/j.jcp.2013.03.021;journals/jcphy/KurbanmuradovSK13;Randomized Spectral and Fourier-Wavelet Methods for multidimensional Gaussian random vector fields.
83667;https://doi.org/10.1016/j.jcp.2016.10.053;journals/jcphy/YangYNWZL17;Finite element method for nonlinear Riesz space fractional diffusion equations on irregular domains.
83823;https://doi.org/10.1016/j.jcp.2006.12.003;journals/jcphy/KavousanakisEBGK07;Projective and coarse projective integration for problems with continuous symmetries.
83983;https://doi.org/10.1016/j.jcp.2011.06.031;journals/jcphy/LageLC11;Flows with suspended and floating particles.
84076;https://doi.org/10.1016/j.jcp.2010.12.046;journals/jcphy/PlanasBC11;Approximation of the inductionless MHD problem using a stabilized finite element method.
84155;https://doi.org/10.1016/j.jcp.2017.08.065;journals/jcphy/ClarkeVG18;A low noise discrete velocity method for the Boltzmann equation with quantized rotational and vibrational energy.
84233;https://doi.org/10.1016/j.jcp.2017.03.001;journals/jcphy/ReitzleKGW17;A volume-of-fluid method for three-dimensional hexagonal solidification processes.
84261;https://doi.org/10.1016/j.jcp.2013.10.048;journals/jcphy/LiuBM14;Transformation optics based local mesh refinement for solving Maxwell's equations.
84308;https://doi.org/10.1016/j.jcp.2016.12.018;journals/jcphy/CoronaGRV17;An integral equation formulation for rigid bodies in Stokes flow in three dimensions.
84497;https://doi.org/10.1016/j.jcp.2012.03.010;journals/jcphy/FarhatT12;A hybrid discontinuous Galerkin method for computing the ground state solution of Bose-Einstein condensates.
84864;https://doi.org/10.1016/j.jcp.2012.09.008;journals/jcphy/Persson13;A sparse and high-order accurate line-based discontinuous Galerkin method for unstructured meshes.
85062;https://doi.org/10.1016/j.jcp.2009.05.033;journals/jcphy/JouvetHBPR09;Numerical simulation of Rhonegletscher from 1874 to 2100.
85135;https://doi.org/10.1016/j.jcp.2010.11.008;journals/jcphy/KetefianJ11;A mass, energy, vorticity, and potential enstrophy conserving lateral boundary scheme for the shallow water equations using piecewise linear boundary approximations.
