​:ID;university_name:string
100000187;Universitat-Hamburg-Harburg
100000188;TU-Darmstadt
100000189;Univ-Utrecht
100000190;University-of-Paderborn
100000191;Universitat-Dortmund
100000192;Technische-Hochschule-Leipzig
100000193;Leipzig-University
100000194;Free-University-of-Berlin
100000195;Universitat-Innsbruck
100000196;Radboud-University-Nijmegen
100000197;Universitat-Frankfurt-a-M
100000198;Julius-Maximilian-University-of-Wurzburg
100000199;University-of-California
100000200;Universitat-Leipzig
100000201;Saarland-University
100000202;University-of-Erlangen-Nuremberg
100000203;Universitat-Klagenfurt
100000204;Universitat-Paderborn
100000205;Universitat-Ilmenau
100000206;Technical-University-of-Dortmund
100000207;Goethe-University-Frankfurt
100000208;Utrecht-University
100000209;Universitat-Kassel
100000210;Universitat-Stuttgart
100000211;Bundeswehr-University-Munich
100000212;LORIA
100000213;Universitat-Munster
100000214;University-of-Hanover
100000215;Julius-Maximilians-University-Wurzburg
100000216;UniversitE-Lyon
100000217;University-of-Ulm
100000218;Universitat-Bielefeld
100000219;University-of-Dusseldorf
100000220;University-of-Kiel
100000221;University-of-Kiel
100000222;Universitat-Lubeck
100000223;University-Twente
100000224;Univ-Talence
100000225;Universitat-Linköping
100000226;University-of-Cologne
100000227;Universitat-Munchen
100000228;Universitat-Erlangen-Nurnberg
100000229;Univ-Paris-VII
100000230;University-of-Heidelberg
100000231;Universitat-Saarbrucken
100000232;Technische-Universitat-Wien
100000233;Universitat-Wurzburg
100000234;Chemnitz-University-of-Technology
100000235;Technical-University-Munich
100000236;Universitat-Kaiserslautern
100000237;University-Eindhoven
100000238;University-of-Munster
100000239;Open-University
100000240;Universitat-Berlin
100000241;Universiteit-Eindhoven
100000242;Clausthal-University-of-Technology
100000243;University-of-Osnabruck
100000244;University-of-Augsburg
100000245;Universitat-Ulm
100000246;Univ/GHS-Kassel
100000247;Universitat-Wien
100000248;Universitat-Linz
100000249;Goethe-University-Frankfurt-am-Main
100000250;Free-University-of-Berlin
100000251;Tokyo-Inst-of-Techn
100000252;University-of-California
100000253;Univ/TH-Karlsruhe
100000254;University-of-Duisburg-Essen
100000255;Bielefeld-University
100000256;University-of-Regensburg
100000257;University-of-Koblenz-and-Landau
100000258;Universitat-Salzburg
100000259;Universitat-Magdeburg
100000260;University-Barcelona
100000261;Univ-Toulouse
100000262;BTU-Cottbus
100000263;Universitat-Tubingen
100000264;University-of-Kassel
100000265;University-Utrecht
100000266;Univ-Amsterdam
100000267;Univ-Linz-n-Darmstadt
100000268;TU-Freiberg
100000269;Dortmund-University-of-Technology
100000270;Carl-von-Ossietzky-University-of-Oldenburg
100000271;Universitat-Graz
100000272;Universitat-Hildesheim
100000273;TU-Chemnitz
100000274;Stuttgart-University
100000275;University-of-Cambridge
100000276;Univ-Paris-VI
100000277;University-Amsterdam
100000278;Universitat-Barcelona
100000279;University-of-Twente
100000280;Fernuniversitat-Hagen
100000281;University-of-Braunschweig---Institute-of-Technology
100000282;Universitat-Passau
100000283;University-of-Bremen
100000284;Universitat-Bayreuth
100000285;FernUniv-Hagen
100000286;University-of-Mainz
100000287;Darmstadt-University-of-Technology
100000288;Universitat-Hannover
100000289;Technische-Universitat-Freiberg
100000290;LIENS-Paris
100000291;Universitat-Bonn
100000292;Martin-Luther-University-of-Halle-Wittenberg
100000293;Universitat-Oldenburg
100000294;Universitat-Braunschweig
100000295;Universitat-Zurich
100000296;Glasgow-University
100000297;Universiteit-Delft
100000298;Friedrich-Schiller-University-of-Jena
100000299;Univ-Basel
100000300;University-of-Konstanz
100000301;University-of-Fribourg
100000302;Universitat-Mannheim
100000303;EWH-Rheinland-Pfalz
100000304;Berlin-Institute-of-Technology
100000305;Stanford-University
100000306;TU-Delft
100000307;Universitat-Bamberg
100000308;TU-Lyngby
100000309;Univ-Paris
100000310;University-of-Giessen
100000311;University-of-Marburg
100000312;University-of-Michigan
100000313;Technical-University-Berlin
100000314;LEcole-Normale-SupErieure-Lyon
100000315;Freiberg-University-of-Mining-and-Technology
100000316;Universitat-Augsburg
100000317;Universitat-fur-Bodenkultur-Wien
100000318;Univ-Versaille
100000319;Universitat-Jena
100000320;Carl-von-Ossietzky-University-of-Oldenburg
100000321;Universitat-Hohenheim
100000322;University-of-Bern
100000323;Universitat-Amsterdam
100000324;Universitat-Utrecht
100000325;Ecole-Normale-Superieure-de-Lyon
100000326;UniversitE-Paris
100000327;Univ-Lille
100000328;Universitat-Heidelberg
100000329;University-of-Augsburg
100000330;University-of-Tel-Aviv
100000331;Swiss-Federal-Institute-of-Technology
100000332;Technical-University-of-Munich
100000333;University-Austin
100000334;University-of-Duisburg
100000335;University-of-Hamburg
100000336;University-of-Siegen
100000337;epubli-GmbH
100000338;Universitat-Freiburg
100000339;Clausthal-University-of-Technology
100000340;University-of-Jena
100000341;Universitat-Hall
100000342;University-of-Zurich
100000343;Universitat-Bremen
100000344;Universitat-Virginia
100000345;FacultE-des-sciences-de-Paris
100000346;Universitat-Hamburg
100000347;Univ-Rouen
100000348;University-of-Bamberg
100000349;University-of-Cologne
100000350;Technische-Hochschule-Darmstadt
100000351;Berlin-Institute-of-Technology
100000352;University-of-Amsterdam
100000353;Wirtschaftsuniversitat-Wien
100000354;University-Kopenhagen
100000355;Universitet-Uppsala
100000356;Ecole-Polytechnique-Federale-de-Lausanne
100000357;Logos
100000358;Universitat-Dresden
100000359;ETH-Zurich
100000360;TU-Eindhoven
100000361;Massachusetts-Institute-of-Technology
100000362;Erziehungswissenschaftliche-Hochschule-Rheinland-Pfalz
100000363;University-of-Göttingen
100000364;Tecnical-University-of-Berlin
100000365;TU-Wien
100000366;Universitat-Zurich
100000367;ETH-Zurich
100000368;University-Cambridge
100000369;FernUniv/GHS-Hagen
100000370;University-of-Bamberg
100000371;Universitat-Halle-Wittenberg
100000372;University-of-Groningen
100000373;Universiteit-Utrecht
100000374;Univ/GHS-Duisburg
100000375;Universiteit-Leiden
100000376;Universitat-Weimar
100000377;University-of-Siegen
100000378;University-of-California
100000379;University-of-Helsinki
100000380;Eindhoven-University-of-Technology
100000381;University-of-Kassel
100000382;University-of-Potsdam
100000383;University-at-Buffalo
100000384;University-of-London
100000385;University-of-Regensburg
100000386;Otto-von-Guericke-University-Magdeburg
100000387;Academy-of-Sciences-of-the-German-Democratic-Republic
100000388;Cambridge-University
100000389;University-of-Texas-at-Austin
100000390;Florida-Atlantic-University
100000391;Heidelberg-University
100000392;Stanford-University
100000393;Beijing-University
100000394;Eindhoven-University-of-Technology
100000395;University-of-Pittsburgh
100000396;UniversitE-catholique-de-Louvain
100000397;University-of-Freiburg
100000398;University-of-Freiburg
100000399;TU-Wien
100000400;Bundeswehr-University-Munich
100000401;Diplomarbeit
100000402;Diplomarbeit
100000403;Diplomarbeit
100000404;University-of-California-at-Santa-Barbara
100000405;University-of-Trier
100000406;University-of-Wisconsin-Madison
100000407;University-of-Lubeck
100000408;University-of-Texas-at-Austin
100000409;Technical-University-of-Madrid
100000410;Jacobs-University
100000411;University-of-Queensland
100000412;University-of-Leipzig
100000413;University-of-Melbourne
100000414;University-of-Colorado-Boulder
100000415;University-of-Paderborn
100000416;Free-University-of-Amsterdam
100000417;Groningen
100000418;Eindhoven-University-of-Technology
100000419;University-of-Groningen
100000420;Delft-University-of-Technology
100000421;Leiden-University
100000422;Technical-University-of-Catalonia
100000423;Autonomous-University-of-Barcelona
100000424;University-of-Barcelona
100000425;Granada
100000426;Pompeu-Fabra-University
100000427;Polytechnic-University-of-Valencia
100000428;Mathematisch-Centrum
100000429;University-of-California-at-Berkeley
100000430;University-of-California-at-Berkeley
100000431;Federal-University-of-Paraná
100000432;Pontifícia-Universidade-Catolica-de-Sao-Paulo
100000433;University-of-Campinas
100000434;Federal-University-of-Lavras
100000435;University-of-Sao-Paulo
100000436;Federal-University-of-Pernambuco
100000437;Chinese-University-of-Hong-Kong
100000438;University-of-Brasília
100000439;Sao-Paulo-State-University
100000440;Universidade-Federal-do-Rio-Grande-do-Sul
100000441;Federal-University-of-Minas-Gerais
100000442;Fundacao-Getúlio-Vargas
100000443;Federal-University-of-Sao-Carlos
100000444;Sao-Paulo-State-University
100000445;Federal-University-of-Santa-Catarina
100000446;Federal-University-of-Bahia
100000447;Federal-University-of-Paraná
100000448;Federal-University-of-Ceará
100000449;Federal-University-of-Maranhao
100000450;Federal-University-of-Rio-Grande-do-Norte
100000451;National-Institute-for-Space-Research
100000452;Federal-University-of-Santa-Catarina
100000453;Instituto-Brasileiro-de-Informacao-Ciência-e-Tecnologia
100000454;Pontifical-Catholic-University-of-Rio-de-Janeiro
100000455;Mackenzie-Presbyterian-University
100000456;Florida-State-University
100000457;Instituto-Tecnologico-de-Aeronáutica
100000458;Massachusetts-Institute-of-Technology
100000459;Universidade-Federal-do-Espírito-Santo
100000460;Universidade-Federal-de-Santa-Maria
100000461;Federal-University-of-Santa-Catarina-
100000462;Federal-University-of-Sao-Carlos
100000463;Federal-University-of-Minas-Gerais
100000464;Rio-de-Janeiro-State-University
100000465;Universidade-Federal-de-Sergipe
100000466;Oswaldo-Cruz-Foundation
100000467;Pontifícia-Universidade-Catolica-do-Rio-Grande-do-Sul
100000468;Federal-University-of-Technology---Paraná
100000469;Oswaldo-Cruz-Foundation
100000470;Instituto-de-Pesquisas-EnergEticas-e-Nucleares
100000471;Pontifícia-Universidade-Catolica-do-Rio-Grande-do-Sul
100000472;Universidade-Federal-de-Sergipe
100000473;Federal-University-of-Amazonas
100000474;Laboratorio-Nacional-de-Computacao-Científica
100000475;Laboratorio-Nacional-de-Computacao-Científica
100000476;Federal-University-of-Sao-Paulo
100000477;Sao-Paulo-State-University
100000478;Federal-University-of-Rio-de-Janeiro
100000479;Florida-Atlantic-University
100000480;Federal-University-of-Campina-Grande
100000481;IBICT
100000482;Laboratorio-Nacional-de-Computacao-Científica
100000483;Federal-University-of-Uberlândia
100000484;Federal-University-of-Ceará
100000485;Federal-University-of-Santa-Catarina-
100000486;Methodist-University-of-Sao-Paulo
100000487;University-of-the-Sinos-Valley
100000488;Pontifical-Catholic-University-of-Paraná
100000489;Unisinos
100000490;Universidade-Regional-de-Blumenau
100000491;Federal-University-of-Rio-Grande-do-Sul
100000492;Methodist-University-of-Sao-Paulo
100000493;Maringá-State-University
100000494;State-University-of-Londrina
100000495;Universidade-Federal-de-Lavras
100000496;Federal-University-of-Paraíba
100000497;Mackenzie-Presbyterian-University
100000498;Federal-University-of-Santa-Catarina
100000499;Instituto-de-Pesquisas-EnergEticas-e-Nucleares
